Variant,Cases,Events,Median duration,Median duration (milliseconds),Mean duration,Mean duration (milliseconds),Step 1,Step 2,Step 3,Step 4,Step 5,Step 6,Step 7,Step 8,Step 9,Step 10,Step 11,Step 12,Step 13,Step 14,Step 15,Step 16,Step 17,Step 18,Step 19,Step 20,Step 21,Step 22,Step 23,Step 24,Step 25,Step 26,Step 27,Step 28,Step 29,Step 30,Step 31,Step 32,Step 33,Step 34,Step 35,Step 36,Step 37,Step 38,Step 39,Step 40,Step 41,Step 42,Step 43,Step 44,Step 45,Step 46,Step 47,Step 48,Step 49,Step 50,Step 51,Step 52,Step 53,Step 54,Step 55,Step 56,Step 57,Step 58,Step 59,Step 60,Step 61,Step 62,Step 63,Step 64,Step 65,Step 66,Step 67,Step 68,Step 69,Step 70,Step 71,Step 72,Step 73,Step 74,Step 75,Step 76,Step 77,Step 78,Step 79,Step 80,Step 81,Step 82,Step 83,Step 84,Step 85,Step 86,Step 87,Step 88,Step 89,Step 90,Step 91,Step 92,Step 93,Step 94,Step 95,Step 96,Step 97,Step 98,Step 99,Step 100,Step 101,Step 102,Step 103,Step 104,Step 105,Step 106,Step 107,Step 108,Step 109,Step 110,Step 111,Step 112,Step 113,Step 114,Step 115,Step 116,Step 117,Step 118,Step 119,Step 120,Step 121,Step 122,Step 123
Variant 2011,1,17,"7 days, 13 hours",653034000,"7 days, 13 hours",653034000,Accepted + In Progress,Accepted + In Progress,Accepted + Wait - Implementation,Accepted + In Progress,Accepted + Wait - Implementation,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + Wait,Accepted + Wait - User,Accepted + In Progress,Accepted + Wait - User,Accepted + In Progress,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 2012,1,11,"7 days, 13 hours",652162000,"7 days, 13 hours",652162000,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Wait,Accepted + Assigned,Accepted + In Progress,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 2013,1,9,"7 days, 14 hours",655356000,"7 days, 14 hours",655356000,Accepted + In Progress,Accepted + In Progress,Accepted + Wait - User,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Wait,Accepted + Wait - User,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 2014,1,7,"7 days, 13 hours",653956000,"7 days, 13 hours",653956000,Accepted + In Progress,Accepted + In Progress,Accepted + In Progress,Accepted + Wait,Accepted + In Progress,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 2015,1,10,"12 hours, 54 mins",46469000,"12 hours, 54 mins",46469000,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 2016,1,20,"1 day, 2 hours",93884000,"1 day, 2 hours",93884000,Accepted + In Progress,Accepted + In Progress,Accepted + Wait,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Queued + Awaiting Assignment,Queued + Awaiting Assignment,Accepted + In Progress,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 2017,1,6,"11 days, 13 hours",997344000,"11 days, 13 hours",997344000,Accepted + In Progress,Accepted + In Progress,Accepted + Wait - User,Accepted + Wait - Implementation,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 2018,1,23,"7 days, 21 hours",681844000,"7 days, 21 hours",681844000,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Wait - User,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Wait,Accepted + Wait - User,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 2019,1,16,"8 days, 13 hours",739252000,"8 days, 13 hours",739252000,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + Wait - User,Accepted + In Progress,Accepted + Wait - User,Accepted + In Progress,Accepted + Wait - User,Accepted + In Progress,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 2020,1,9,"10 days, 15 hours",921481000,"10 days, 15 hours",921481000,Accepted + In Progress,Accepted + In Progress,Accepted + Wait,Accepted + In Progress,Accepted + Wait - User,Accepted + In Progress,Accepted + Wait - User,Accepted + In Progress,Completed + In Call,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 2021,1,10,"8 days, 13 hours",738797000,"8 days, 13 hours",738797000,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + In Progress,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 2022,1,23,"11 days, 12 hours",995292000,"11 days, 12 hours",995292000,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Wait,Accepted + In Progress,Accepted + Wait,Accepted + Wait - Customer,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 2023,1,6,"7 days, 13 hours",653535000,"7 days, 13 hours",653535000,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Wait - Vendor,Accepted + In Progress,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 2024,1,11,"10 days, 13 hours",913475000,"10 days, 13 hours",913475000,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Wait - User,Accepted + In Progress,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 2025,1,10,"7 days, 10 hours",642839000,"7 days, 10 hours",642839000,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Wait - User,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 2026,1,9,"5 days, 12 hours",476727000,"5 days, 12 hours",476727000,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + In Progress,Accepted + Wait - User,Accepted + Wait - Implementation,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 2027,1,14,"7 days, 12 hours",650405000,"7 days, 12 hours",650405000,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 2028,1,18,"11 days, 11 hours",993413000,"11 days, 11 hours",993413000,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Wait - Implementation,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Wait - Implementation,Accepted + Wait - Implementation,Accepted + Wait - Implementation,Queued + Awaiting Assignment,Accepted + In Progress,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 2029,1,10,"7 days, 12 hours",649628000,"7 days, 12 hours",649628000,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Wait - Vendor,Accepted + In Progress,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 2030,1,12,"8 days, 12 hours",737248000,"8 days, 12 hours",737248000,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Wait,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Wait - User,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 2031,1,6,"12 days, 2 hours",1044930000,"12 days, 2 hours",1044930000,Accepted + In Progress,Accepted + In Progress,Accepted + Wait - User,Accepted + Wait - Implementation,Accepted + Wait - Implementation,Completed + Resolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 2032,1,14,"8 days, 10 hours",730112000,"8 days, 10 hours",730112000,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Wait - Implementation,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + Wait,Accepted + In Progress,Accepted + Wait - User,Accepted + In Progress,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 2033,1,15,"18 hours, 55 mins",68104000,"18 hours, 55 mins",68104000,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + Wait,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 2034,1,10,"4 days, 21 hours",422438000,"4 days, 21 hours",422438000,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + Wait - User,Completed + Resolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 2035,1,10,"4 days, 12 hours",389074000,"4 days, 12 hours",389074000,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Wait,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 2036,1,8,"4 days, 20 hours",419708000,"4 days, 20 hours",419708000,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + Wait - Implementation,Completed + Resolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 2037,1,25,"6 days, 21 hours",597095000,"6 days, 21 hours",597095000,Accepted + In Progress,Accepted + In Progress,Accepted + Wait - User,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Wait - User,Accepted + Wait - User,Accepted + Wait - User,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 2038,1,18,"8 days, 11 hours",732607000,"8 days, 11 hours",732607000,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Wait - Implementation,Accepted + In Progress,Accepted + Wait,Queued + Awaiting Assignment,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + Wait,Accepted + Wait - User,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 2039,1,14,"1 day, 11 hours",129163000,"1 day, 11 hours",129163000,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 2040,1,11,"9 hours, 51 mins",35470000,"9 hours, 51 mins",35470000,Queued + Awaiting Assignment,Accepted + In Progress,Completed + Resolved,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Wait - User,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 2041,1,20,"7 days, 7 hours",632207000,"7 days, 7 hours",632207000,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + Wait - Implementation,Completed + Resolved,Completed + Closed,Completed + Closed,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Wait - Implementation,Accepted + Wait - User,Accepted + In Progress,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 2042,1,22,"5 days, 2 hours",440339000,"5 days, 2 hours",440339000,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + In Progress,Accepted + Wait,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + Wait,Accepted + Wait - User,Accepted + In Progress,Accepted + Wait,Accepted + In Progress,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 2043,1,6,"4 days, 1 hour",350416000,"4 days, 1 hour",350416000,Queued + Awaiting Assignment,Accepted + In Progress,Completed + Resolved,Accepted + In Progress,Accepted + Wait - User,Completed + Resolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 2044,1,9,"7 days, 15 hours",659857000,"7 days, 15 hours",659857000,Queued + Awaiting Assignment,Accepted + In Progress,Completed + Resolved,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 2045,1,8,"7 days, 15 hours",658856000,"7 days, 15 hours",658856000,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + In Progress,Accepted + In Progress,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 2046,1,16,"17 days, 14 hours",1520677000,"17 days, 14 hours",1520677000,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + Wait - User,Accepted + In Progress,Accepted + Wait - Vendor,Accepted + In Progress,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 2047,1,14,"7 days, 11 hours",647527000,"7 days, 11 hours",647527000,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Wait,Accepted + Assigned,Accepted + Assigned,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 2048,1,14,"7 days, 11 hours",645750000,"7 days, 11 hours",645750000,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 2049,1,26,"6 days, 11 hours",558918000,"6 days, 11 hours",558918000,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + Wait,Accepted + In Progress,Accepted + Wait,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + Wait - User,Accepted + In Progress,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 2050,1,12,"12 days, 9 hours",1072388000,"12 days, 9 hours",1072388000,Accepted + In Progress,Accepted + In Progress,Accepted + Wait,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Wait - User,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 2051,1,18,"19 hours, 11 mins",69099000,"19 hours, 11 mins",69099000,Accepted + In Progress,Accepted + In Progress,Accepted + Wait - User,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 2052,1,9,"8 days, 11 hours",731636000,"8 days, 11 hours",731636000,Accepted + In Progress,Accepted + In Progress,Accepted + Wait - User,Queued + Awaiting Assignment,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Wait - User,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 2053,1,15,"1 day, 10 hours",123887000,"1 day, 10 hours",123887000,Accepted + In Progress,Accepted + In Progress,Accepted + Wait,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Accepted + In Progress,Accepted + Wait - Vendor,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 2054,1,13,"7 days, 11 hours",645334000,"7 days, 11 hours",645334000,Accepted + In Progress,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 2055,1,16,"8 days, 11 hours",731447000,"8 days, 11 hours",731447000,Accepted + In Progress,Accepted + In Progress,Queued + Awaiting Assignment,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Assigned,Accepted + In Progress,Queued + Awaiting Assignment,Accepted + In Progress,Accepted + Wait - User,Accepted + Assigned,Accepted + In Progress,Accepted + Wait - User,Accepted + In Progress,Completed + Resolved,Completed + Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
