Variant,Cases,Events,Median duration,Median duration (milliseconds),Mean duration,Mean duration (milliseconds),Step 1,Step 2,Step 3,Step 4,Step 5,Step 6,Step 7,Step 8,Step 9,Step 10,Step 11,Step 12,Step 13,Step 14,Step 15,Step 16,Step 17,Step 18,Step 19,Step 20,Step 21,Step 22,Step 23,Step 24,Step 25,Step 26,Step 27,Step 28,Step 29,Step 30,Step 31,Step 32,Step 33,Step 34,Step 35,Step 36,Step 37,Step 38,Step 39,Step 40,Step 41,Step 42,Step 43,Step 44,Step 45,Step 46,Step 47,Step 48,Step 49,Step 50,Step 51,Step 52,Step 53,Step 54,Step 55,Step 56,Step 57,Step 58,Step 59,Step 60,Step 61,Step 62,Step 63,Step 64,Step 65,Step 66,Step 67,Step 68,Step 69,Step 70,Step 71,Step 72,Step 73,Step 74,Step 75,Step 76,Step 77,Step 78,Step 79,Step 80,Step 81,Step 82,Step 83,Step 84,Step 85,Step 86,Step 87,Step 88,Step 89,Step 90,Step 91,Step 92,Step 93,Step 94,Step 95,Step 96,Step 97,Step 98,Step 99,Step 100,Step 101,Step 102,Step 103,Step 104,Step 105,Step 106,Step 107,Step 108,Step 109,Step 110,Step 111,Step 112,Step 113,Step 114,Step 115,Step 116,Step 117,Step 118,Step 119,Step 120,Step 121,Step 122,Step 123,Step 124,Step 125,Step 126,Step 127,Step 128,Step 129,Step 130,Step 131,Step 132,Step 133,Step 134,Step 135,Step 136,Step 137,Step 138,Step 139,Step 140,Step 141,Step 142,Step 143,Step 144,Step 145,Step 146,Step 147,Step 148,Step 149,Step 150,Step 151,Step 152,Step 153,Step 154,Step 155,Step 156,Step 157,Step 158,Step 159,Step 160,Step 161,Step 162,Step 163,Step 164,Step 165,Step 166,Step 167,Step 168,Step 169,Step 170,Step 171,Step 172,Step 173,Step 174,Step 175,Step 176,Step 177,Step 178,Step 179,Step 180,Step 181,Step 182,Step 183,Step 184,Step 185
Variant 674,1,51,"39 days, 2 hours",3377932000,"39 days, 2 hours",3377932000,ER Registration,ER Triage,ER Sepsis Triage,Leucocytes,LacticAcid,CRP,IV Antibiotics,Admission IC,CRP,LacticAcid,Leucocytes,Leucocytes,Leucocytes,Leucocytes,Leucocytes,CRP,LacticAcid,Leucocytes,CRP,LacticAcid,LacticAcid,CRP,Leucocytes,Admission NC,Leucocytes,CRP,Leucocytes,CRP,Leucocytes,CRP,CRP,Leucocytes,Leucocytes,CRP,Leucocytes,CRP,CRP,Leucocytes,Leucocytes,CRP,Leucocytes,CRP,Leucocytes,CRP,Leucocytes,CRP,Leucocytes,CRP,Leucocytes,CRP,Release A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 675,1,20,"185 days, 22 hours",16065386000,"185 days, 22 hours",16065386000,ER Registration,ER Triage,CRP,LacticAcid,Leucocytes,ER Sepsis Triage,IV Liquid,IV Antibiotics,Admission NC,Admission NC,Leucocytes,CRP,CRP,Leucocytes,CRP,Leucocytes,Leucocytes,CRP,Release D,Return ER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 676,1,7,"1 hour, 16 mins",4609000,"1 hour, 16 mins",4609000,ER Registration,Leucocytes,CRP,ER Triage,ER Sepsis Triage,IV Liquid,IV Antibiotics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 677,1,10,"49 days, 6 hours",4255679000,"49 days, 6 hours",4255679000,ER Registration,ER Triage,ER Sepsis Triage,IV Antibiotics,CRP,Leucocytes,LacticAcid,Admission NC,Release A,Return ER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 678,1,13,"4 days, 1 hour",349229000,"4 days, 1 hour",349229000,ER Registration,ER Triage,CRP,Leucocytes,LacticAcid,Admission NC,ER Sepsis Triage,IV Liquid,IV Antibiotics,Admission NC,Leucocytes,CRP,Release A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 679,1,7,"2 hours, 59 mins",10787000,"2 hours, 59 mins",10787000,ER Registration,ER Triage,ER Sepsis Triage,CRP,Leucocytes,IV Liquid,IV Antibiotics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 680,1,18,"27 days, 15 hours",2388660000,"27 days, 15 hours",2388660000,ER Registration,ER Triage,ER Sepsis Triage,IV Liquid,IV Antibiotics,CRP,Leucocytes,LacticAcid,Admission IC,LacticAcid,CRP,Leucocytes,CRP,Leucocytes,LacticAcid,Admission NC,Release A,Return ER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 681,1,13,"88 days, 56 mins",7606617000,"88 days, 56 mins",7606617000,ER Registration,ER Triage,ER Sepsis Triage,Leucocytes,CRP,IV Antibiotics,Admission NC,CRP,CRP,CRP,CRP,Release A,Return ER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 682,1,21,"4 days, 6 hours",369480000,"4 days, 6 hours",369480000,Leucocytes,CRP,ER Registration,ER Triage,ER Sepsis Triage,IV Liquid,IV Antibiotics,CRP,Leucocytes,LacticAcid,Admission NC,Leucocytes,LacticAcid,Admission NC,Leucocytes,CRP,Admission IC,LacticAcid,Leucocytes,CRP,Release B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 683,1,18,"14 days, 13 hours",1257852000,"14 days, 13 hours",1257852000,ER Registration,ER Triage,ER Sepsis Triage,LacticAcid,CRP,Leucocytes,IV Antibiotics,Admission NC,CRP,Leucocytes,Admission NC,CRP,Leucocytes,Leucocytes,CRP,Leucocytes,CRP,Release A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 684,1,10,"6 days, 23 hours",603093000,"6 days, 23 hours",603093000,ER Registration,ER Triage,ER Sepsis Triage,Leucocytes,CRP,Admission NC,Admission NC,Leucocytes,CRP,Release A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 685,1,8,"4 hours, 55 mins",17707000,"4 hours, 55 mins",17707000,ER Registration,ER Triage,ER Sepsis Triage,IV Liquid,LacticAcid,Leucocytes,CRP,IV Antibiotics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 686,1,8,"203 days, 23 hours",17625035000,"203 days, 23 hours",17625035000,ER Registration,ER Triage,ER Sepsis Triage,Leucocytes,CRP,Admission NC,Release A,Return ER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 687,1,15,"26 days, 23 hours",2330789000,"26 days, 23 hours",2330789000,ER Registration,ER Triage,ER Sepsis Triage,IV Liquid,Leucocytes,CRP,LacticAcid,IV Antibiotics,Admission NC,Admission NC,CRP,Leucocytes,CRP,Release A,Return ER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 688,1,13,"41 days, 16 hours",3601319000,"41 days, 16 hours",3601319000,ER Registration,ER Triage,Leucocytes,CRP,LacticAcid,ER Sepsis Triage,IV Liquid,IV Antibiotics,Admission NC,Leucocytes,CRP,Release A,Return ER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 689,1,7,"5 hours, 6 mins",18396000,"5 hours, 6 mins",18396000,ER Registration,LacticAcid,Leucocytes,CRP,ER Triage,ER Sepsis Triage,IV Antibiotics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 690,1,20,"5 days, 21 hours",507964000,"5 days, 21 hours",507964000,ER Registration,ER Triage,ER Sepsis Triage,IV Liquid,IV Antibiotics,Leucocytes,LacticAcid,CRP,Admission IC,LacticAcid,CRP,LacticAcid,Leucocytes,LacticAcid,CRP,Leucocytes,Admission NC,Leucocytes,CRP,Release A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 691,1,8,"13 hours, 18 mins",47913000,"13 hours, 18 mins",47913000,ER Registration,ER Triage,ER Sepsis Triage,CRP,Leucocytes,LacticAcid,Admission NC,Release B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 692,1,10,"1 day, 3 hours",98680000,"1 day, 3 hours",98680000,ER Registration,IV Liquid,ER Triage,ER Sepsis Triage,IV Antibiotics,LacticAcid,Leucocytes,CRP,Admission NC,Release B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 693,1,16,"67 days, 15 hours",5845635000,"67 days, 15 hours",5845635000,ER Registration,ER Triage,ER Sepsis Triage,IV Liquid,CRP,LacticAcid,Leucocytes,IV Antibiotics,Admission NC,ER Triage,Leucocytes,CRP,CRP,Leucocytes,Release A,Return ER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 694,1,6,"5 mins, 54 secs",354000,"5 mins, 54 secs",354000,ER Registration,ER Triage,Leucocytes,LacticAcid,CRP,ER Sepsis Triage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 695,1,16,"10 days, 22 hours",946215000,"10 days, 22 hours",946215000,ER Registration,ER Triage,ER Sepsis Triage,Leucocytes,CRP,LacticAcid,IV Antibiotics,IV Liquid,Admission NC,Admission NC,Leucocytes,CRP,Leucocytes,CRP,Leucocytes,Release A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 696,1,19,"208 days, 13 hours",18018639000,"208 days, 13 hours",18018639000,ER Registration,ER Triage,ER Sepsis Triage,Leucocytes,CRP,Admission NC,Admission IC,Leucocytes,CRP,LacticAcid,CRP,LacticAcid,Leucocytes,Leucocytes,CRP,LacticAcid,Admission NC,Release A,Return ER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 697,1,12,"2 days, 18 hours",240193000,"2 days, 18 hours",240193000,ER Registration,ER Triage,ER Sepsis Triage,IV Liquid,IV Antibiotics,Leucocytes,LacticAcid,CRP,Admission NC,Leucocytes,CRP,Release A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 698,1,15,"2 days, 20 hours",246221000,"2 days, 20 hours",246221000,ER Registration,ER Triage,ER Sepsis Triage,LacticAcid,Leucocytes,CRP,IV Liquid,IV Antibiotics,Admission NC,Leucocytes,CRP,Admission NC,CRP,Leucocytes,Release A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 699,1,12,"3 days, 12 hours",305998000,"3 days, 12 hours",305998000,ER Registration,CRP,LacticAcid,Leucocytes,ER Triage,ER Sepsis Triage,IV Liquid,IV Antibiotics,Admission NC,Leucocytes,CRP,Release A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 700,1,10,"2 days, 12 hours",218144000,"2 days, 12 hours",218144000,ER Registration,ER Triage,ER Sepsis Triage,Leucocytes,CRP,IV Liquid,IV Antibiotics,Admission NC,Admission NC,Release B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 701,1,18,"12 days, 14 hours",1088282000,"12 days, 14 hours",1088282000,ER Registration,ER Triage,ER Sepsis Triage,IV Liquid,IV Antibiotics,CRP,LacticAcid,Leucocytes,Admission NC,Leucocytes,CRP,Leucocytes,Leucocytes,CRP,CRP,Leucocytes,Admission NC,Release C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 702,1,13,"6 days, 21 hours",594366000,"6 days, 21 hours",594366000,ER Registration,ER Triage,ER Sepsis Triage,IV Liquid,Leucocytes,CRP,LacticAcid,IV Antibiotics,Admission NC,Admission NC,CRP,Leucocytes,Release A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 703,1,11,"1 day, 9 mins",86951000,"1 day, 9 mins",86951000,ER Registration,ER Triage,ER Sepsis Triage,CRP,Leucocytes,LacticAcid,IV Antibiotics,Admission NC,CRP,Leucocytes,IV Liquid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 704,1,16,"11 days, 2 hours",960377000,"11 days, 2 hours",960377000,ER Registration,ER Triage,Leucocytes,CRP,LacticAcid,ER Sepsis Triage,IV Liquid,IV Antibiotics,Admission NC,Leucocytes,CRP,LacticAcid,Leucocytes,CRP,CRP,Release A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 705,1,16,"20 days, 9 hours",1760511000,"20 days, 9 hours",1760511000,ER Registration,ER Triage,ER Sepsis Triage,IV Liquid,Leucocytes,CRP,LacticAcid,IV Antibiotics,Admission NC,Admission NC,CRP,Leucocytes,Leucocytes,CRP,Release A,Return ER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 706,1,8,"1 day, 3 hours",99366000,"1 day, 3 hours",99366000,ER Registration,ER Triage,ER Sepsis Triage,Leucocytes,CRP,LacticAcid,Admission NC,Release A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 707,1,6,"3 hours, 14 mins",11642000,"3 hours, 14 mins",11642000,ER Registration,ER Triage,ER Sepsis Triage,Leucocytes,CRP,Admission NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 708,1,9,"5 hours, 11 mins",18688000,"5 hours, 11 mins",18688000,ER Triage,ER Registration,Leucocytes,CRP,LacticAcid,ER Sepsis Triage,Admission NC,IV Liquid,IV Antibiotics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 709,1,12,"4 days, 9 hours",381340000,"4 days, 9 hours",381340000,ER Registration,ER Triage,ER Sepsis Triage,IV Liquid,IV Antibiotics,CRP,LacticAcid,Leucocytes,Admission NC,Leucocytes,CRP,Release B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 710,1,185,"114 days, 8 hours",9880969000,"114 days, 8 hours",9880969000,ER Registration,ER Triage,ER Sepsis Triage,IV Liquid,CRP,Leucocytes,LacticAcid,IV Antibiotics,Admission NC,Leucocytes,Admission NC,CRP,LacticAcid,Leucocytes,LacticAcid,CRP,Leucocytes,LacticAcid,Admission IC,CRP,LacticAcid,Leucocytes,CRP,Leucocytes,LacticAcid,LacticAcid,Leucocytes,CRP,CRP,LacticAcid,Leucocytes,CRP,Leucocytes,LacticAcid,Leucocytes,CRP,LacticAcid,LacticAcid,CRP,Leucocytes,LacticAcid,Leucocytes,CRP,LacticAcid,Leucocytes,LacticAcid,CRP,Leucocytes,LacticAcid,CRP,Leucocytes,LacticAcid,LacticAcid,Leucocytes,CRP,Leucocytes,LacticAcid,CRP,CRP,LacticAcid,Leucocytes,CRP,Leucocytes,LacticAcid,CRP,Leucocytes,LacticAcid,Leucocytes,LacticAcid,CRP,CRP,Leucocytes,LacticAcid,CRP,Leucocytes,LacticAcid,LacticAcid,Leucocytes,CRP,Leucocytes,CRP,LacticAcid,Leucocytes,LacticAcid,CRP,CRP,LacticAcid,Leucocytes,Leucocytes,CRP,LacticAcid,Leucocytes,CRP,LacticAcid,Leucocytes,LacticAcid,CRP,Admission NC,Leucocytes,CRP,Leucocytes,CRP,CRP,Leucocytes,Leucocytes,CRP,Leucocytes,CRP,CRP,Leucocytes,Leucocytes,CRP,CRP,Leucocytes,Leucocytes,CRP,CRP,Leucocytes,CRP,Leucocytes,Leucocytes,CRP,Leucocytes,CRP,Leucocytes,Leucocytes,CRP,Admission NC,CRP,Leucocytes,Leucocytes,CRP,Leucocytes,CRP,Leucocytes,CRP,CRP,Leucocytes,CRP,Leucocytes,CRP,Leucocytes,Leucocytes,CRP,CRP,Leucocytes,Leucocytes,CRP,CRP,Leucocytes,Leucocytes,CRP,Leucocytes,CRP,CRP,Leucocytes,Leucocytes,Leucocytes,CRP,Leucocytes,CRP,Leucocytes,CRP,CRP,Leucocytes,CRP,Leucocytes,Leucocytes,CRP,Leucocytes,CRP,CRP,Leucocytes,Leucocytes,CRP,Leucocytes,CRP,CRP,Leucocytes,Leucocytes,CRP,Leucocytes,CRP,Leucocytes,Release C
Variant 711,1,13,"5 days, 20 hours",504738000,"5 days, 20 hours",504738000,ER Registration,ER Triage,ER Sepsis Triage,IV Liquid,LacticAcid,Leucocytes,CRP,IV Antibiotics,Admission NC,Admission NC,CRP,Leucocytes,Release A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 712,1,23,"23 days, 22 hours",2069686000,"23 days, 22 hours",2069686000,ER Registration,ER Triage,ER Sepsis Triage,IV Liquid,IV Antibiotics,LacticAcid,Leucocytes,CRP,Admission NC,Admission NC,Admission IC,Leucocytes,CRP,LacticAcid,LacticAcid,LacticAcid,Leucocytes,CRP,Admission NC,Leucocytes,CRP,Release A,Return ER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 713,1,7,"5 hours, 54 mins",21246000,"5 hours, 54 mins",21246000,ER Registration,ER Triage,ER Sepsis Triage,CRP,LacticAcid,Leucocytes,IV Antibiotics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
