Variant,Cases,Events,Median duration,Median duration (milliseconds),Mean duration,Mean duration (milliseconds),Step 1,Step 2,Step 3,Step 4,Step 5,Step 6,Step 7,Step 8,Step 9,Step 10,Step 11,Step 12,Step 13,Step 14,Step 15,Step 16,Step 17,Step 18,Step 19,Step 20,Step 21,Step 22,Step 23,Step 24,Step 25,Step 26,Step 27,Step 28,Step 29,Step 30,Step 31,Step 32,Step 33,Step 34,Step 35,Step 36,Step 37,Step 38,Step 39,Step 40,Step 41,Step 42,Step 43,Step 44,Step 45,Step 46,Step 47,Step 48,Step 49,Step 50,Step 51,Step 52,Step 53,Step 54,Step 55,Step 56,Step 57,Step 58,Step 59,Step 60,Step 61,Step 62,Step 63,Step 64,Step 65,Step 66,Step 67,Step 68,Step 69,Step 70,Step 71,Step 72,Step 73,Step 74,Step 75,Step 76,Step 77,Step 78,Step 79,Step 80,Step 81,Step 82,Step 83,Step 84,Step 85,Step 86,Step 87,Step 88,Step 89,Step 90,Step 91,Step 92,Step 93,Step 94,Step 95,Step 96,Step 97,Step 98,Step 99,Step 100,Step 101
Variant 996,1,47,"97 days, 10 hours",8419718000,"97 days, 10 hours",8419718000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,02_DRZ_010-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_100_0-complete,01_HOOFD_030_1-complete,01_HOOFD_101-complete,01_HOOFD_061-complete,01_HOOFD_015-complete,01_HOOFD_030_2-complete,01_HOOFD_110_0-complete,01_HOOFD_180-complete,08_AWB45_005-complete,01_HOOFD_200-complete,01_HOOFD_330-complete,09_AH_I_010-complete,09_AH_I_020-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,13_CRD_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,01_HOOFD_490_1a-complete,01_HOOFD_490_1-complete,01_HOOFD_375-complete,09_AH_I_040-complete,01_HOOFD_195-complete,01_HOOFD_370-complete,01_HOOFD_250_1-complete,01_HOOFD_250_2-complete,01_HOOFD_491-complete,01_HOOFD_500-complete,01_HOOFD_510_0-complete,01_HOOFD_490_4-complete,01_HOOFD_490_5a-complete,01_HOOFD_494a-complete,01_HOOFD_510_2a-complete,01_HOOFD_510_1-complete,01_HOOFD_495-complete,01_HOOFD_510_4-complete,01_HOOFD_510_3-complete,01_HOOFD_515-complete,01_HOOFD_490_5-complete,01_HOOFD_510_2-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 997,1,37,"173 days, 13 hours",14997549000,"173 days, 13 hours",14997549000,01_HOOFD_011-complete,01_HOOFD_020-complete,02_DRZ_010-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_015-complete,01_HOOFD_010-complete,01_HOOFD_030_1-complete,01_HOOFD_061-complete,01_HOOFD_030_2-complete,06_VD_010-complete,06_VD_020-complete,06_VD_030_2-complete,03_VD_060_0-complete,06_VD_035-complete,06_VD_060_3-complete,06_VD_030_5a-complete,06_VD_060_2a-complete,06_VD_030_4-complete,06_VD_030_1-complete,06_VD_030_1a-complete,06_VD_030_5-complete,06_VD_060_2-complete,05_EIND_010-complete,05_EIND_011-complete,05_EIND_020-complete,05_EIND_030_0-complete,01_HOOFD_814-complete,05_EIND_065-complete,05_EIND_030_1-complete,05_EIND_025-complete,01_HOOFD_811-complete,01_HOOFD_815-complete,01_HOOFD_809-complete,01_HOOFD_820-complete,05_EIND_030_2-complete,01_HOOFD_810-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 998,1,74,"102 days, 15 hours",8867082000,"102 days, 15 hours",8867082000,11_AH_II_037_2-complete,01_HOOFD_010-complete,11_AH_II_040b-complete,11_AH_II_040c-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,02_DRZ_010-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_100_0-complete,01_HOOFD_061-complete,01_HOOFD_030_1-complete,01_HOOFD_015-complete,01_HOOFD_101-complete,01_HOOFD_110_0-complete,01_HOOFD_180-complete,08_AWB45_005-complete,08_AWB45_010-complete,08_AWB45_020_0-complete,08_AWB45_020_1-complete,08_AWB45_025-complete,01_HOOFD_030_2-complete,08_AWB45_020_2-complete,11_AH_II_070_3a-complete,11_AH_II_070_3-complete,08_AWB45_030-complete,08_AWB45_040-complete,11_AH_II_140-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,08_AWB45_051_0-complete,01_HOOFD_193-complete,08_AWB45_005-complete,01_HOOFD_196-complete,01_HOOFD_200-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,11_AH_II_020-complete,11_AH_II_030-complete,11_AH_II_036-complete,11_AH_II_130-complete,11_AH_II_037_1-complete,01_HOOFD_250_2-complete,01_HOOFD_375-complete,01_HOOFD_195-complete,01_HOOFD_250_1-complete,11_AH_II_145-complete,01_HOOFD_370-complete,11_AH_II_070_2-complete,01_HOOFD_490_1a-complete,11_AH_II_040a-complete,11_AH_II_035-complete,11_AH_II_040_d-complete,08_AWB45_045-complete,11_AH_II_040-complete,11_AH_II_070_1-complete,01_HOOFD_490_1-complete,01_HOOFD_491-complete,01_HOOFD_500-complete,01_HOOFD_510_0-complete,01_HOOFD_510_1-complete,01_HOOFD_490_5a-complete,01_HOOFD_510_2a-complete,01_HOOFD_490_4-complete,01_HOOFD_510_3-complete,01_HOOFD_495-complete,01_HOOFD_510_4-complete,01_HOOFD_494a-complete,01_HOOFD_515-complete,01_HOOFD_490_5-complete,01_HOOFD_510_2-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 999,1,49,"53 days, 10 hours",4616502000,"53 days, 10 hours",4616502000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,02_DRZ_010-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_100_0-complete,01_HOOFD_015-complete,01_HOOFD_061-complete,01_HOOFD_101-complete,01_HOOFD_030_1-complete,01_HOOFD_110_0-complete,01_HOOFD_180-complete,08_AWB45_005-complete,01_HOOFD_200-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,13_CRD_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,01_HOOFD_195-complete,01_HOOFD_370-complete,01_HOOFD_110_1-complete,01_HOOFD_250_2-complete,01_HOOFD_250_1-complete,01_HOOFD_110_2-complete,01_HOOFD_490_1a-complete,01_HOOFD_375-complete,01_HOOFD_490_1-complete,01_HOOFD_491-complete,01_HOOFD_492_0-complete,01_HOOFD_493-complete,01_HOOFD_491a-complete,01_HOOFD_490_4-complete,01_HOOFD_494a-complete,01_HOOFD_500-complete,01_HOOFD_510_0-complete,01_HOOFD_510_4-complete,01_HOOFD_495-complete,01_HOOFD_510_3-complete,01_HOOFD_490_5-complete,01_HOOFD_490_5a-complete,01_HOOFD_515-complete,01_HOOFD_510_2a-complete,01_HOOFD_510_1-complete,01_HOOFD_510_2-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1000,1,50,22 days,1900800000,22 days,1900800000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,02_DRZ_010-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_061-complete,01_HOOFD_030_1-complete,01_HOOFD_101-complete,01_HOOFD_015-complete,01_HOOFD_030_2-complete,01_HOOFD_050-complete,01_HOOFD_110_0-complete,01_HOOFD_180-complete,08_AWB45_005-complete,01_HOOFD_200-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,13_CRD_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,01_HOOFD_491-complete,01_HOOFD_492_0-complete,01_HOOFD_493-complete,01_HOOFD_500-complete,01_HOOFD_510_0-complete,01_HOOFD_110_2-complete,01_HOOFD_195-complete,01_HOOFD_495-complete,01_HOOFD_510_4-complete,01_HOOFD_250_2-complete,01_HOOFD_250_1-complete,01_HOOFD_370-complete,01_HOOFD_494a-complete,01_HOOFD_375-complete,01_HOOFD_510_3-complete,01_HOOFD_510_1-complete,01_HOOFD_515-complete,01_HOOFD_490_4-complete,01_HOOFD_491a-complete,01_HOOFD_490_1a-complete,01_HOOFD_490_1-complete,01_HOOFD_055-complete,01_HOOFD_490_5-complete,01_HOOFD_510_2a-complete,01_HOOFD_490_5a-complete,01_HOOFD_510_2-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1001,1,51,"93 days, 8 hours",8067515000,"93 days, 8 hours",8067515000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,02_DRZ_010-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_100_0-complete,01_HOOFD_030_1-complete,01_HOOFD_061-complete,01_HOOFD_101-complete,01_HOOFD_015-complete,01_HOOFD_030_2-complete,06_VD_010-complete,06_VD_020-complete,06_VD_030_2-complete,03_VD_060_0-complete,06_VD_030_3a-complete,06_VD_035-complete,06_VD_030_4-complete,06_VD_030_1-complete,06_VD_030_1a-complete,06_VD_060_3-complete,06_VD_060_4-complete,06_VD_060_2a-complete,06_VD_060_1-complete,06_VD_030_3-complete,06_VD_060_2-complete,01_HOOFD_810-complete,14_VRIJ_150-complete,14_VRIJ_010-complete,01_HOOFD_110_0-complete,01_HOOFD_180-complete,14_VRIJ_011-complete,14_VRIJ_030_2-complete,14_VRIJ_060_0-complete,14_VRIJ_110-complete,01_HOOFD_815-complete,01_HOOFD_811-complete,01_HOOFD_814-complete,14_VRIJ_175-complete,01_HOOFD_809-complete,14_VRIJ_030_4-complete,14_VRIJ_060_3-complete,14_VRIJ_030_5a-complete,14_VRIJ_060_2a-complete,01_HOOFD_820-complete,14_VRIJ_030_1-complete,14_VRIJ_030_1a-complete,14_VRIJ_055-complete,14_VRIJ_030_5-complete,14_VRIJ_060_2-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1002,1,61,"188 days, 1 hour",16246800000,"188 days, 1 hour",16246800000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,02_DRZ_010-complete,01_HOOFD_050-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_100_0-complete,01_HOOFD_015-complete,01_HOOFD_101-complete,01_HOOFD_061-complete,01_HOOFD_030_1-complete,01_HOOFD_030_2-complete,01_HOOFD_110_0-complete,01_HOOFD_180-complete,08_AWB45_005-complete,08_AWB45_010-complete,08_AWB45_020_0-complete,01_HOOFD_055-complete,08_AWB45_020_1-complete,08_AWB45_025-complete,08_AWB45_020_2-complete,08_AWB45_030-complete,08_AWB45_040-complete,08_AWB45_051_0-complete,01_HOOFD_193-complete,08_AWB45_045-complete,08_AWB45_005-complete,08_AWB45_060-complete,08_AWB45_005-complete,01_HOOFD_200-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,13_CRD_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,01_HOOFD_491-complete,01_HOOFD_195-complete,01_HOOFD_250_1-complete,01_HOOFD_490_4-complete,01_HOOFD_490_1a-complete,01_HOOFD_375-complete,01_HOOFD_370-complete,08_AWB45_052-complete,01_HOOFD_494a-complete,01_HOOFD_250_2-complete,01_HOOFD_490_1-complete,01_HOOFD_500-complete,01_HOOFD_510_0-complete,01_HOOFD_490_5a-complete,01_HOOFD_510_3-complete,01_HOOFD_510_1-complete,01_HOOFD_495-complete,01_HOOFD_510_4-complete,01_HOOFD_490_5-complete,01_HOOFD_515-complete,01_HOOFD_510_2a-complete,01_HOOFD_510_2-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1003,1,46,"21 days, 12 hours",1859419000,"21 days, 12 hours",1859419000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,02_DRZ_010-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_015-complete,01_HOOFD_101-complete,01_HOOFD_030_1-complete,01_HOOFD_061-complete,01_HOOFD_110_0-complete,01_HOOFD_180-complete,08_AWB45_005-complete,01_HOOFD_200-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,13_CRD_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,01_HOOFD_491-complete,01_HOOFD_492_0-complete,01_HOOFD_493-complete,01_HOOFD_500-complete,01_HOOFD_510_0-complete,01_HOOFD_510_2a-complete,01_HOOFD_510_3-complete,01_HOOFD_490_4-complete,01_HOOFD_250_2-complete,01_HOOFD_370-complete,01_HOOFD_491a-complete,01_HOOFD_375-complete,01_HOOFD_490_1-complete,01_HOOFD_510_4-complete,01_HOOFD_494a-complete,01_HOOFD_195-complete,01_HOOFD_490_5a-complete,01_HOOFD_515-complete,01_HOOFD_490_1a-complete,01_HOOFD_495-complete,01_HOOFD_250_1-complete,01_HOOFD_510_1-complete,01_HOOFD_490_5-complete,01_HOOFD_510_2-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1004,1,68,298 days,25747200000,298 days,25747200000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,02_DRZ_010-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_100_0-complete,01_HOOFD_015-complete,01_HOOFD_030_1-complete,01_HOOFD_061-complete,01_HOOFD_101-complete,01_HOOFD_030_2-complete,01_HOOFD_110_0-complete,01_HOOFD_180-complete,08_AWB45_005-complete,01_HOOFD_200-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,11_AH_II_020-complete,11_AH_II_030-complete,11_AH_II_036-complete,01_HOOFD_370-complete,11_AH_II_040-complete,01_HOOFD_195-complete,11_AH_II_040_d-complete,01_HOOFD_250_2-complete,11_AH_II_035-complete,01_HOOFD_250_1-complete,11_AH_II_037_1-complete,11_AH_II_040a-complete,01_HOOFD_375-complete,11_AH_II_037_2-complete,11_AH_II_040c-complete,11_AH_II_040b-complete,11_AH_II_070_3a-complete,11_AH_II_070_3-complete,11_AH_II_130-complete,11_AH_II_140-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,01_HOOFD_491-complete,01_HOOFD_490_4-complete,11_AH_II_070_1-complete,01_HOOFD_490_1-complete,01_HOOFD_490_1a-complete,01_HOOFD_494a-complete,11_AH_II_070_2-complete,11_AH_II_145-complete,01_HOOFD_500-complete,01_HOOFD_510_0-complete,01_HOOFD_490_5-complete,01_HOOFD_510_4-complete,01_HOOFD_510_3-complete,01_HOOFD_510_2a-complete,01_HOOFD_510_1-complete,01_HOOFD_495-complete,01_HOOFD_515-complete,01_HOOFD_490_5a-complete,01_HOOFD_510_2-complete,01_BB_770-complete,01_BB_540-complete,01_BB_775-complete,01_HOOFD_811-complete,01_HOOFD_809c-complete,01_HOOFD_809-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1005,1,32,"73 days, 14 hours",6360316000,"73 days, 14 hours",6360316000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,02_DRZ_010-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_100_0-complete,01_HOOFD_061-complete,01_HOOFD_101-complete,01_HOOFD_030_1-complete,01_HOOFD_015-complete,01_HOOFD_030_2-complete,01_HOOFD_110_0-complete,01_HOOFD_180-complete,01_HOOFD_110_1-complete,01_HOOFD_181-complete,01_HOOFD_110_2-complete,08_AWB45_005-complete,05_EIND_010-complete,05_EIND_011-complete,05_EIND_020-complete,05_EIND_030_0-complete,01_HOOFD_814-complete,01_HOOFD_820-complete,01_HOOFD_811-complete,05_EIND_065-complete,01_HOOFD_809-complete,05_EIND_030_1-complete,05_EIND_025-complete,01_HOOFD_815-complete,05_EIND_030_2-complete,01_HOOFD_810-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1006,1,57,51 days,4406400000,51 days,4406400000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,02_DRZ_010-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_100_0-complete,01_HOOFD_061-complete,01_HOOFD_101-complete,01_HOOFD_015-complete,01_HOOFD_030_1-complete,01_HOOFD_030_2-complete,01_HOOFD_110_0-complete,01_HOOFD_180-complete,08_AWB45_005-complete,08_AWB45_010-complete,08_AWB45_020_0-complete,08_AWB45_025-complete,08_AWB45_020_1-complete,08_AWB45_020_2-complete,08_AWB45_030-complete,08_AWB45_040-complete,08_AWB45_045-complete,08_AWB45_051_0-complete,01_HOOFD_193-complete,08_AWB45_005-complete,01_HOOFD_196-complete,01_HOOFD_200-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,13_CRD_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,01_HOOFD_375-complete,01_HOOFD_195-complete,01_HOOFD_250_1-complete,01_HOOFD_370-complete,01_HOOFD_250_2-complete,01_HOOFD_490_1-complete,01_HOOFD_490_1a-complete,01_HOOFD_491-complete,01_HOOFD_500-complete,01_HOOFD_510_0-complete,01_HOOFD_490_4-complete,01_HOOFD_510_3-complete,01_HOOFD_515-complete,01_HOOFD_494a-complete,01_HOOFD_490_5a-complete,01_HOOFD_510_4-complete,01_HOOFD_510_1-complete,01_HOOFD_495-complete,01_HOOFD_490_5-complete,01_HOOFD_510_2-complete,01_HOOFD_510_2a-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1007,1,76,108 days,9331200000,108 days,9331200000,11_AH_II_040b-complete,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,02_DRZ_010-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_100_0-complete,01_HOOFD_101-complete,01_HOOFD_030_1-complete,01_HOOFD_061-complete,01_HOOFD_015-complete,01_HOOFD_110_0-complete,01_HOOFD_180-complete,08_AWB45_005-complete,01_HOOFD_200-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,01_HOOFD_250_2-complete,01_HOOFD_375-complete,01_HOOFD_370-complete,01_HOOFD_195-complete,01_HOOFD_250_1-complete,11_AH_II_010-complete,11_AH_II_020-complete,11_AH_II_030-complete,11_AH_II_036-complete,11_AH_II_130-complete,11_AH_II_140-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,11_AH_II_070_1-complete,11_AH_II_070_3a-complete,01_HOOFD_490_1a-complete,11_AH_II_040-complete,11_AH_II_040_d-complete,11_AH_II_040c-complete,11_AH_II_070_2-complete,01_HOOFD_490_1-complete,11_AH_II_040a-complete,11_AH_II_145-complete,11_AH_II_037_1-complete,11_AH_II_035-complete,11_AH_II_037_2-complete,11_AH_II_070_3-complete,01_HOOFD_491-complete,01_HOOFD_492_0-complete,01_HOOFD_493-complete,01_HOOFD_490_4-complete,01_HOOFD_494a-complete,01_HOOFD_491a-complete,07_OPS_010-complete,07_OPS_020-complete,07_OPS_050-complete,07_OPS_051-complete,07_OPS_060_0-complete,07_OPS_070-complete,07_OPS_071-complete,07_OPS_080_0-complete,07_OPS_060_1-complete,07_OPS_075-complete,07_OPS_055-complete,07_OPS_060_2-complete,01_HOOFD_500-complete,01_HOOFD_510_0-complete,01_HOOFD_510_3-complete,01_HOOFD_495-complete,01_HOOFD_510_4-complete,01_HOOFD_515-complete,01_HOOFD_510_1-complete,01_HOOFD_510_2-complete,01_HOOFD_490_5a-complete,01_HOOFD_510_2a-complete,01_HOOFD_490_5-complete,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1008,1,58,"42 days, 13 hours",3678572000,"42 days, 13 hours",3678572000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,02_DRZ_010-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_061-complete,01_HOOFD_030_1-complete,01_HOOFD_015-complete,01_HOOFD_101-complete,01_HOOFD_110_0-complete,01_HOOFD_180-complete,08_AWB45_005-complete,08_AWB45_010-complete,08_AWB45_020_0-complete,08_AWB45_020_1-complete,08_AWB45_025-complete,08_AWB45_020_2-complete,08_AWB45_030-complete,08_AWB45_040-complete,08_AWB45_045-complete,08_AWB45_051_0-complete,01_HOOFD_193-complete,08_AWB45_005-complete,01_HOOFD_196-complete,01_HOOFD_200-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,13_CRD_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,01_HOOFD_491-complete,01_HOOFD_492_0-complete,01_HOOFD_493-complete,01_HOOFD_500-complete,01_HOOFD_510_0-complete,01_HOOFD_495-complete,01_HOOFD_494a-complete,01_HOOFD_510_3-complete,01_HOOFD_195-complete,01_HOOFD_490_1-complete,01_HOOFD_250_1-complete,01_HOOFD_510_2a-complete,01_HOOFD_491a-complete,01_HOOFD_510_1-complete,01_HOOFD_490_1a-complete,01_HOOFD_250_2-complete,01_HOOFD_370-complete,01_HOOFD_490_4-complete,01_HOOFD_515-complete,01_HOOFD_375-complete,01_HOOFD_490_5a-complete,01_HOOFD_510_4-complete,01_HOOFD_490_5-complete,01_HOOFD_510_2-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1009,1,57,"46 days, 12 hours",4019098000,"46 days, 12 hours",4019098000,01_HOOFD_011-complete,01_HOOFD_020-complete,02_DRZ_010-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_100_0-complete,01_HOOFD_101-complete,01_HOOFD_015-complete,01_HOOFD_030_1-complete,01_HOOFD_010-complete,01_HOOFD_061-complete,01_HOOFD_030_2-complete,01_HOOFD_110_0-complete,01_HOOFD_180-complete,08_AWB45_005-complete,08_AWB45_010-complete,08_AWB45_020_0-complete,08_AWB45_025-complete,08_AWB45_020_1-complete,08_AWB45_020_2-complete,08_AWB45_030-complete,08_AWB45_040-complete,08_AWB45_051_0-complete,01_HOOFD_193-complete,08_AWB45_005-complete,01_HOOFD_196-complete,01_HOOFD_200-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_195-complete,01_HOOFD_250_1-complete,01_HOOFD_375-complete,01_HOOFD_370-complete,08_AWB45_045-complete,01_HOOFD_250_2-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,13_CRD_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,01_HOOFD_491-complete,01_HOOFD_500-complete,01_HOOFD_510_0-complete,01_HOOFD_490_1-complete,01_HOOFD_490_5a-complete,01_HOOFD_510_2a-complete,01_HOOFD_510_3-complete,01_HOOFD_510_1-complete,01_HOOFD_515-complete,01_HOOFD_494a-complete,01_HOOFD_510_4-complete,01_HOOFD_495-complete,01_HOOFD_490_4-complete,01_HOOFD_490_1a-complete,01_HOOFD_490_5-complete,01_HOOFD_510_2-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1010,1,89,"215 days, 11 hours",18618231000,"215 days, 11 hours",18618231000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,02_DRZ_010-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_100_0-complete,01_HOOFD_061-complete,01_HOOFD_015-complete,01_HOOFD_030_1-complete,01_HOOFD_101-complete,01_HOOFD_030_2-complete,01_HOOFD_110_0-complete,01_HOOFD_180-complete,01_HOOFD_181-complete,08_AWB45_005-complete,08_AWB45_010-complete,08_AWB45_020_0-complete,08_AWB45_020_1-complete,08_AWB45_025-complete,08_AWB45_020_2-complete,08_AWB45_030-complete,08_AWB45_040-complete,08_AWB45_051_0-complete,08_AWB45_045-complete,01_HOOFD_193-complete,08_AWB45_005-complete,01_HOOFD_196-complete,01_HOOFD_200-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_370-complete,01_HOOFD_440_1-complete,01_HOOFD_250_2-complete,01_HOOFD_210_1-complete,01_HOOFD_195-complete,01_HOOFD_440_1a-complete,01_HOOFD_250_1-complete,08_AWB45_051_1-complete,01_HOOFD_375-complete,01_HOOFD_210_2-complete,01_HOOFD_446-complete,01_HOOFD_450-complete,01_HOOFD_455-complete,10_UOV_010-complete,10_UOV_039-complete,10_UOV_050_0-complete,01_HOOFD_445-complete,10_UOV_050_3-complete,01_HOOFD_465-complete,01_HOOFD_459-complete,10_UOV_050_1-complete,01_HOOFD_440_2-complete,10_UOV_050_4-complete,10_UOV_050_2a-complete,01_HOOFD_460-complete,10_UOV_050_2-complete,01_HOOFD_460a-complete,10_UOV_030a-complete,10_UOV_030-complete,10_UOV_060-complete,11_AH_II_010-complete,13_CRD_010-complete,01_HOOFD_490_2-complete,01_HOOFD_491-complete,01_HOOFD_500-complete,01_HOOFD_510_0-complete,01_HOOFD_510_1-complete,01_HOOFD_515-complete,01_HOOFD_490_4-complete,01_HOOFD_809b-complete,01_HOOFD_490_1a-complete,01_HOOFD_510_3-complete,01_HOOFD_510_4-complete,01_HOOFD_495-complete,01_HOOFD_490_1-complete,01_HOOFD_494a-complete,01_HOOFD_490_5-complete,01_HOOFD_510_2a-complete,01_HOOFD_490_5a-complete,01_HOOFD_510_2-complete,01_HOOFD_516-complete,01_HOOFD_516a-complete,01_BB_630-complete,01_HOOFD_809c-complete,01_BB_775-complete,01_HOOFD_809-complete,01_BB_770-complete,,,,,,,,,,,,
Variant 1011,1,28,"213 days, 23 hours",18486000000,"213 days, 23 hours",18486000000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,02_DRZ_010-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_110_0-complete,01_HOOFD_180-complete,08_AWB45_005-complete,08_AWB45_010-complete,08_AWB45_020_0-complete,08_AWB45_030-complete,08_AWB45_060-complete,08_AWB45_070_2-complete,08_AWB45_090_0-complete,08_AWB45_075-complete,08_AWB45_070_1a-complete,01_HOOFD_015-complete,08_AWB45_025-complete,08_AWB45_070_4-complete,01_HOOFD_061-complete,01_HOOFD_110_2-complete,08_AWB45_070_1-complete,01_HOOFD_110_1-complete,08_AWB45_090_2-complete,08_AWB45_070_5a-complete,08_AWB45_070_5-complete,08_AWB45_090_2a-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
