Variant,Cases,Events,Median duration,Median duration (milliseconds),Mean duration,Mean duration (milliseconds),Step 1,Step 2,Step 3,Step 4,Step 5,Step 6,Step 7,Step 8,Step 9,Step 10,Step 11,Step 12,Step 13,Step 14,Step 15,Step 16,Step 17,Step 18,Step 19,Step 20,Step 21,Step 22,Step 23,Step 24,Step 25,Step 26,Step 27,Step 28,Step 29,Step 30,Step 31,Step 32,Step 33,Step 34,Step 35,Step 36,Step 37,Step 38,Step 39,Step 40,Step 41,Step 42,Step 43,Step 44,Step 45,Step 46,Step 47,Step 48,Step 49,Step 50,Step 51,Step 52,Step 53,Step 54,Step 55,Step 56,Step 57,Step 58,Step 59,Step 60,Step 61,Step 62,Step 63,Step 64,Step 65,Step 66,Step 67,Step 68,Step 69,Step 70,Step 71,Step 72,Step 73,Step 74,Step 75,Step 76,Step 77,Step 78,Step 79,Step 80,Step 81,Step 82,Step 83,Step 84,Step 85,Step 86,Step 87,Step 88,Step 89,Step 90,Step 91,Step 92,Step 93,Step 94,Step 95,Step 96,Step 97,Step 98,Step 99,Step 100,Step 101,Step 102,Step 103,Step 104,Step 105,Step 106,Step 107,Step 108,Step 109,Step 110,Step 111,Step 112,Step 113,Step 114,Step 115,Step 116,Step 117,Step 118,Step 119,Step 120,Step 121,Step 122,Step 123,Step 124
Variant 1142,1,66,"72 days, 10 hours",6258169000,"72 days, 10 hours",6258169000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,01_HOOFD_015-complete,01_HOOFD_030_1-complete,01_HOOFD_030_2-complete,08_AWB45_010-complete,08_AWB45_020_0-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_090-complete,01_HOOFD_110_0-complete,01_HOOFD_180-complete,08_AWB45_005-complete,02_DRZ_010-complete,01_HOOFD_061-complete,08_AWB45_020_1-complete,08_AWB45_020_2-complete,08_AWB45_040-complete,08_AWB45_030-complete,08_AWB45_045-complete,08_AWB45_025-complete,08_AWB45_005-complete,08_AWB45_060-complete,08_AWB45_005-complete,08_AWB45_010-complete,08_AWB45_020_0-complete,08_AWB45_051_0-complete,08_AWB45_020_1-complete,08_AWB45_025-complete,08_AWB45_052-complete,08_AWB45_020_2-complete,08_AWB45_040-complete,08_AWB45_051_0-complete,08_AWB45_030-complete,08_AWB45_045-complete,13_CRD_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,01_HOOFD_491-complete,08_AWB45_005-complete,01_HOOFD_196-complete,01_HOOFD_200-complete,01_HOOFD_250_0-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,01_HOOFD_494a-complete,01_HOOFD_375-complete,01_HOOFD_195-complete,01_HOOFD_490_1a-complete,01_HOOFD_490_4-complete,01_HOOFD_490_1-complete,01_HOOFD_490_5-complete,01_HOOFD_490_5a-complete,01_HOOFD_500-complete,01_HOOFD_510_0-complete,01_HOOFD_510_1-complete,01_HOOFD_510_4-complete,01_HOOFD_510_2a-complete,01_HOOFD_510_3-complete,01_HOOFD_495-complete,01_HOOFD_515-complete,01_HOOFD_510_2-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1143,1,53,"51 days, 11 hours",4447759000,"51 days, 11 hours",4447759000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,01_HOOFD_015-complete,01_HOOFD_030_1-complete,01_HOOFD_030_2-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_090-complete,01_HOOFD_110_0-complete,01_HOOFD_180-complete,08_AWB45_005-complete,08_AWB45_010-complete,08_AWB45_020_0-complete,02_DRZ_010-complete,08_AWB45_025-complete,01_HOOFD_061-complete,08_AWB45_020_1-complete,08_AWB45_020_2-complete,08_AWB45_040-complete,08_AWB45_051_0-complete,08_AWB45_005-complete,01_HOOFD_196-complete,01_HOOFD_200-complete,08_AWB45_030-complete,01_HOOFD_195-complete,08_AWB45_045-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,13_CRD_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,01_HOOFD_250_0-complete,01_HOOFD_490_1-complete,01_HOOFD_375-complete,01_HOOFD_490_1a-complete,01_HOOFD_491-complete,01_HOOFD_500-complete,01_HOOFD_510_0-complete,01_HOOFD_510_2a-complete,01_HOOFD_515-complete,01_HOOFD_510_1-complete,01_HOOFD_490_5a-complete,01_HOOFD_490_4-complete,01_HOOFD_495-complete,01_HOOFD_510_4-complete,01_HOOFD_494a-complete,01_HOOFD_510_3-complete,01_HOOFD_490_5-complete,01_HOOFD_510_2-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1144,1,31,"144 days, 11 hours",12482228000,"144 days, 11 hours",12482228000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,01_HOOFD_030_1-complete,01_HOOFD_015-complete,01_HOOFD_030_2-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,02_DRZ_010-complete,01_HOOFD_061-complete,01_HOOFD_180-complete,08_AWB45_005-complete,01_HOOFD_200-complete,01_HOOFD_250_0-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_110_0-complete,01_HOOFD_090-complete,01_HOOFD_195-complete,01_HOOFD_375-complete,05_EIND_011-complete,05_EIND_030_0-complete,05_EIND_010-complete,05_EIND_030_1-complete,05_EIND_025-complete,05_EIND_065-complete,01_HOOFD_814-complete,01_HOOFD_811-complete,05_EIND_030_2-complete,01_HOOFD_810-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1145,1,42,"17 days, 11 hours",1510768000,"17 days, 11 hours",1510768000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,01_HOOFD_030_1-complete,01_HOOFD_015-complete,01_HOOFD_030_2-complete,01_HOOFD_065_0-complete,01_HOOFD_090-complete,01_HOOFD_110_0-complete,01_HOOFD_180-complete,08_AWB45_005-complete,01_HOOFD_200-complete,01_HOOFD_250_0-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,13_CRD_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,04_BPT_005-complete,02_DRZ_010-complete,01_HOOFD_195-complete,01_HOOFD_490_1a-complete,01_HOOFD_061-complete,01_HOOFD_375-complete,01_HOOFD_490_1-complete,01_HOOFD_491-complete,01_HOOFD_494a-complete,01_HOOFD_490_4-complete,01_HOOFD_500-complete,01_HOOFD_510_0-complete,01_HOOFD_490_5a-complete,01_HOOFD_510_1-complete,01_HOOFD_510_3-complete,01_HOOFD_495-complete,01_HOOFD_510_4-complete,01_HOOFD_515-complete,01_HOOFD_490_5-complete,01_HOOFD_510_2a-complete,01_HOOFD_510_2-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1146,1,42,"28 days, 10 hours",2458642000,"28 days, 10 hours",2458642000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,01_HOOFD_015-complete,01_HOOFD_030_1-complete,01_HOOFD_030_2-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,02_DRZ_010-complete,01_HOOFD_061-complete,01_HOOFD_110_0-complete,01_HOOFD_180-complete,08_AWB45_005-complete,01_HOOFD_200-complete,01_HOOFD_250_0-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,13_CRD_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,01_HOOFD_090-complete,01_HOOFD_195-complete,01_HOOFD_490_1-complete,01_HOOFD_490_1a-complete,01_HOOFD_375-complete,01_HOOFD_491-complete,01_HOOFD_500-complete,01_HOOFD_510_0-complete,01_HOOFD_495-complete,01_HOOFD_510_2a-complete,01_HOOFD_510_1-complete,01_HOOFD_510_3-complete,01_HOOFD_490_4-complete,01_HOOFD_515-complete,01_HOOFD_494a-complete,01_HOOFD_490_5a-complete,01_HOOFD_510_4-complete,01_HOOFD_490_5-complete,01_HOOFD_510_2-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1147,1,42,"15 days, 12 hours",1341624000,"15 days, 12 hours",1341624000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,01_HOOFD_015-complete,01_HOOFD_030_1-complete,01_HOOFD_030_2-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_090-complete,02_DRZ_010-complete,01_HOOFD_061-complete,01_HOOFD_110_0-complete,01_HOOFD_180-complete,08_AWB45_005-complete,01_HOOFD_200-complete,01_HOOFD_250_0-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,13_CRD_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,01_HOOFD_490_1a-complete,01_HOOFD_490_1-complete,01_HOOFD_375-complete,01_HOOFD_195-complete,01_HOOFD_491-complete,01_HOOFD_490_4-complete,01_HOOFD_494a-complete,01_HOOFD_500-complete,01_HOOFD_510_0-complete,01_HOOFD_515-complete,01_HOOFD_510_1-complete,01_HOOFD_510_2a-complete,01_HOOFD_495-complete,01_HOOFD_490_5-complete,01_HOOFD_510_3-complete,01_HOOFD_510_4-complete,01_HOOFD_490_5a-complete,01_HOOFD_510_2-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1148,1,22,"19 days, 11 hours",1684567000,"19 days, 11 hours",1684567000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,02_DRZ_010-complete,04_BPT_005-complete,04_BPT_009-complete,04_BPT_020-complete,04_BPT_030-complete,01_HOOFD_065_0-complete,01_HOOFD_090-complete,01_HOOFD_110_0-complete,01_HOOFD_180-complete,08_AWB45_005-complete,08_AWB45_010-complete,08_AWB45_020_0-complete,04_BPT_021-complete,04_BPT_029-complete,01_HOOFD_015-complete,08_AWB45_020_1-complete,08_AWB45_025-complete,01_HOOFD_030_1-complete,08_AWB45_020_2-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1149,1,20,19 days,1641600000,19 days,1641600000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,01_HOOFD_015-complete,01_HOOFD_030_1-complete,01_HOOFD_030_2-complete,04_BPT_005-complete,04_BPT_009-complete,04_BPT_020-complete,04_BPT_030-complete,01_HOOFD_065_0-complete,01_HOOFD_090-complete,01_HOOFD_110_0-complete,01_HOOFD_180-complete,08_AWB45_005-complete,08_AWB45_010-complete,08_AWB45_020_0-complete,02_DRZ_010-complete,04_BPT_029-complete,04_BPT_021-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1150,1,42,"26 days, 11 hours",2287156000,"26 days, 11 hours",2287156000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,01_HOOFD_030_1-complete,01_HOOFD_015-complete,01_HOOFD_030_2-complete,04_BPT_005-complete,02_DRZ_010-complete,01_HOOFD_061-complete,01_HOOFD_090-complete,01_HOOFD_110_0-complete,01_HOOFD_180-complete,08_AWB45_005-complete,01_HOOFD_200-complete,01_HOOFD_250_0-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,13_CRD_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,01_HOOFD_491-complete,01_HOOFD_065_0-complete,01_HOOFD_375-complete,01_HOOFD_195-complete,01_HOOFD_490_1-complete,01_HOOFD_494a-complete,01_HOOFD_490_4-complete,01_HOOFD_490_1a-complete,01_HOOFD_490_5a-complete,01_HOOFD_490_5-complete,01_HOOFD_500-complete,01_HOOFD_510_0-complete,01_HOOFD_515-complete,01_HOOFD_510_2a-complete,01_HOOFD_510_1-complete,01_HOOFD_495-complete,01_HOOFD_510_3-complete,01_HOOFD_510_4-complete,01_HOOFD_510_2-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1151,1,57,"63 days, 10 hours",5479465000,"63 days, 10 hours",5479465000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,01_HOOFD_030_1-complete,01_HOOFD_015-complete,01_HOOFD_030_2-complete,04_BPT_005-complete,02_DRZ_010-complete,01_HOOFD_061-complete,12_AP_020_2-complete,12_AP_050-complete,12_AP_020_0-complete,12_AP_011-complete,01_HOOFD_090-complete,01_HOOFD_110_0-complete,01_HOOFD_180-complete,08_AWB45_005-complete,01_HOOFD_200-complete,01_HOOFD_250_0-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,12_AP_010-complete,01_HOOFD_065_0-complete,01_HOOFD_375-complete,12_AP_025-complete,12_AP_020_1-complete,01_HOOFD_195-complete,01_HOOFD_250_0-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,13_CRD_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,01_HOOFD_491-complete,01_HOOFD_500-complete,01_HOOFD_510_0-complete,12_AP_030-complete,12_AP_060-complete,01_HOOFD_490_1a-complete,01_HOOFD_490_5a-complete,01_HOOFD_510_4-complete,01_HOOFD_494a-complete,01_HOOFD_510_2a-complete,01_HOOFD_490_1-complete,01_HOOFD_510_3-complete,01_HOOFD_515-complete,01_HOOFD_510_1-complete,01_HOOFD_495-complete,12_AP_055-complete,01_HOOFD_490_4-complete,01_HOOFD_375-complete,01_HOOFD_490_5-complete,01_HOOFD_510_2-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1152,1,82,"245 days, 1 hour",21171600000,"245 days, 1 hour",21171600000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,01_HOOFD_030_1-complete,01_HOOFD_015-complete,01_HOOFD_030_2-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_090-complete,01_HOOFD_110_0-complete,02_DRZ_010-complete,01_HOOFD_061-complete,01_HOOFD_110_1-complete,01_HOOFD_180-complete,08_AWB45_005-complete,08_AWB45_010-complete,08_AWB45_020_0-complete,01_HOOFD_110_2-complete,08_AWB45_040-complete,08_AWB45_030-complete,08_AWB45_051_0-complete,08_AWB45_005-complete,01_HOOFD_446_0-complete,01_HOOFD_447-complete,01_HOOFD_455-complete,01_HOOFD_196-complete,01_HOOFD_210_0-complete,01_HOOFD_250_0-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_446-complete,01_HOOFD_375-complete,01_HOOFD_190_2-complete,01_HOOFD_197-complete,01_HOOFD_440_2-complete,01_HOOFD_440_1-complete,08_AWB45_020_1-complete,01_HOOFD_445-complete,08_AWB45_045-complete,08_AWB45_025-complete,01_HOOFD_190_1-complete,01_HOOFD_460a-complete,01_HOOFD_195-complete,01_HOOFD_440_1a-complete,01_HOOFD_459-complete,08_AWB45_020_2-complete,01_HOOFD_450-complete,01_HOOFD_460-complete,10_UOV_010-complete,10_UOV_050_0-complete,10_UOV_050_1-complete,01_HOOFD_465-complete,10_UOV_050_2a-complete,10_UOV_050_3-complete,10_UOV_050_2-complete,10_UOV_050_4-complete,10_UOV_030a-complete,10_UOV_030-complete,01_HOOFD_491-complete,01_HOOFD_500-complete,01_HOOFD_510_0-complete,10_UOV_060-complete,11_AH_II_010-complete,13_CRD_010-complete,01_HOOFD_490_2-complete,01_HOOFD_510_4-complete,01_HOOFD_490_4-complete,01_HOOFD_490_5a-complete,01_HOOFD_490_1-complete,01_HOOFD_494a-complete,01_HOOFD_495-complete,01_HOOFD_510_3-complete,01_HOOFD_510_2a-complete,01_HOOFD_515-complete,10_UOV_055-complete,01_HOOFD_490_1a-complete,01_HOOFD_510_1-complete,01_HOOFD_490_5-complete,01_HOOFD_510_2-complete,01_HOOFD_516a-complete,01_HOOFD_516-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1153,1,61,"110 days, 11 hours",9545179000,"110 days, 11 hours",9545179000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,01_HOOFD_030_1-complete,01_HOOFD_015-complete,01_HOOFD_030_2-complete,07_OPS_051-complete,07_OPS_071-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_090-complete,02_DRZ_010-complete,01_HOOFD_061-complete,08_AWB45_040-complete,01_HOOFD_180-complete,08_AWB45_005-complete,08_AWB45_010-complete,08_AWB45_020_0-complete,01_HOOFD_110_0-complete,08_AWB45_025-complete,01_HOOFD_196-complete,07_OPS_060_0-complete,07_OPS_070-complete,07_OPS_080_0-complete,01_HOOFD_200-complete,01_HOOFD_250_0-complete,01_HOOFD_330-complete,09_AH_I_010-complete,07_OPS_010-complete,08_AWB45_051_0-complete,08_AWB45_005-complete,07_OPS_020-complete,07_OPS_050-complete,08_AWB45_030-complete,07_OPS_075-complete,01_HOOFD_195-complete,07_OPS_055-complete,08_AWB45_045-complete,01_HOOFD_375-complete,01_HOOFD_430-complete,11_AH_II_010-complete,13_CRD_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,01_HOOFD_380-complete,01_HOOFD_490_1a-complete,01_HOOFD_490_1-complete,01_HOOFD_491-complete,01_HOOFD_494a-complete,01_HOOFD_490_5a-complete,01_HOOFD_510_2a-complete,01_HOOFD_490_4-complete,01_HOOFD_490_5-complete,01_HOOFD_500-complete,01_HOOFD_510_0-complete,01_HOOFD_510_3-complete,01_HOOFD_510_1-complete,01_HOOFD_495-complete,01_HOOFD_510_4-complete,01_HOOFD_515-complete,01_HOOFD_510_2-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1154,1,42,"19 days, 11 hours",1682835000,"19 days, 11 hours",1682835000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,01_HOOFD_015-complete,01_HOOFD_030_1-complete,01_HOOFD_030_2-complete,01_HOOFD_250_0-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,13_CRD_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,01_HOOFD_491-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_090-complete,01_HOOFD_110_0-complete,01_HOOFD_180-complete,08_AWB45_005-complete,01_HOOFD_200-complete,02_DRZ_010-complete,01_HOOFD_375-complete,01_HOOFD_490_4-complete,01_HOOFD_195-complete,01_HOOFD_061-complete,01_HOOFD_490_1a-complete,01_HOOFD_490_1-complete,01_HOOFD_494a-complete,01_HOOFD_500-complete,01_HOOFD_510_0-complete,01_HOOFD_510_3-complete,01_HOOFD_510_2a-complete,01_HOOFD_515-complete,01_HOOFD_510_1-complete,01_HOOFD_490_5-complete,01_HOOFD_495-complete,01_HOOFD_490_5a-complete,01_HOOFD_510_4-complete,01_HOOFD_510_2-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1155,1,42,"23 days, 12 hours",2030724000,"23 days, 12 hours",2030724000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,01_HOOFD_015-complete,01_HOOFD_030_1-complete,01_HOOFD_030_2-complete,04_BPT_005-complete,02_DRZ_010-complete,01_HOOFD_061-complete,01_HOOFD_090-complete,01_HOOFD_110_0-complete,01_HOOFD_180-complete,08_AWB45_005-complete,01_HOOFD_200-complete,01_HOOFD_250_0-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,13_CRD_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,01_HOOFD_065_0-complete,01_HOOFD_375-complete,01_HOOFD_490_5-complete,01_HOOFD_490_1a-complete,01_HOOFD_490_1-complete,01_HOOFD_195-complete,01_HOOFD_490_5a-complete,01_HOOFD_491-complete,01_HOOFD_500-complete,01_HOOFD_510_0-complete,01_HOOFD_490_4-complete,01_HOOFD_510_1-complete,01_HOOFD_510_2a-complete,01_HOOFD_495-complete,01_HOOFD_510_3-complete,01_HOOFD_494a-complete,01_HOOFD_510_4-complete,01_HOOFD_515-complete,01_HOOFD_510_2-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1156,1,53,"54 days, 9 hours",4699057000,"54 days, 9 hours",4699057000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,01_HOOFD_030_1-complete,01_HOOFD_015-complete,01_HOOFD_030_2-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_090-complete,02_DRZ_010-complete,01_HOOFD_061-complete,01_HOOFD_180-complete,08_AWB45_005-complete,08_AWB45_010-complete,08_AWB45_020_0-complete,08_AWB45_030-complete,01_HOOFD_110_0-complete,08_AWB45_045-complete,08_AWB45_020_1-complete,08_AWB45_025-complete,08_AWB45_020_2-complete,08_AWB45_040-complete,08_AWB45_005-complete,01_HOOFD_196-complete,01_HOOFD_200-complete,01_HOOFD_250_0-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,13_CRD_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,08_AWB45_051_0-complete,01_HOOFD_375-complete,01_HOOFD_490_1a-complete,01_HOOFD_490_1-complete,01_HOOFD_195-complete,01_HOOFD_500-complete,01_HOOFD_491-complete,01_HOOFD_510_0-complete,01_HOOFD_515-complete,01_HOOFD_490_5a-complete,01_HOOFD_490_4-complete,01_HOOFD_510_2a-complete,01_HOOFD_510_3-complete,01_HOOFD_510_4-complete,01_HOOFD_510_1-complete,01_HOOFD_495-complete,01_HOOFD_494a-complete,01_HOOFD_490_5-complete,01_HOOFD_510_2-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1157,1,77,"121 days, 11 hours",10494080000,"121 days, 11 hours",10494080000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,01_HOOFD_015-complete,01_HOOFD_030_1-complete,01_HOOFD_030_2-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,01_HOOFD_090-complete,01_HOOFD_110_0-complete,01_HOOFD_180-complete,08_AWB45_005-complete,08_AWB45_010-complete,08_AWB45_020_0-complete,02_DRZ_010-complete,08_AWB45_025-complete,01_HOOFD_061-complete,08_AWB45_020_1-complete,08_AWB45_020_2-complete,08_AWB45_040-complete,08_AWB45_030-complete,08_AWB45_045-complete,08_AWB45_005-complete,08_AWB45_051_0-complete,01_HOOFD_195-complete,01_HOOFD_200-complete,01_HOOFD_250_0-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,12_AP_010-complete,12_AP_011-complete,12_AP_020_0-complete,01_HOOFD_196-complete,01_HOOFD_375-complete,12_AP_020_1-complete,12_AP_020_2-complete,07_OPS_020-complete,07_OPS_050-complete,07_OPS_060_0-complete,07_OPS_010-complete,07_OPS_055-complete,07_OPS_051-complete,07_OPS_060_1-complete,07_OPS_060_2-complete,12_AP_030-complete,07_OPS_070-complete,12_AP_025-complete,12_AP_050-complete,12_AP_060-complete,01_HOOFD_250_0-complete,01_HOOFD_330-complete,09_AH_I_010-complete,12_AP_055-complete,01_HOOFD_375-complete,01_HOOFD_430-complete,11_AH_II_010-complete,13_CRD_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,01_HOOFD_380-complete,01_HOOFD_490_1-complete,01_HOOFD_490_1a-complete,01_HOOFD_491-complete,01_HOOFD_490_4-complete,01_HOOFD_494a-complete,01_HOOFD_500-complete,01_HOOFD_510_0-complete,01_HOOFD_490_5a-complete,01_HOOFD_510_3-complete,01_HOOFD_510_1-complete,01_HOOFD_510_2a-complete,01_HOOFD_495-complete,01_HOOFD_515-complete,01_HOOFD_510_4-complete,01_HOOFD_490_5-complete,01_HOOFD_510_2-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variant 1158,1,42,38 days,3283200000,38 days,3283200000,01_HOOFD_010-complete,01_HOOFD_011-complete,01_HOOFD_020-complete,01_HOOFD_030_1-complete,01_HOOFD_015-complete,01_HOOFD_030_2-complete,04_BPT_005-complete,01_HOOFD_065_0-complete,02_DRZ_010-complete,01_HOOFD_061-complete,08_AWB45_005-complete,01_HOOFD_200-complete,01_HOOFD_250_0-complete,01_HOOFD_330-complete,09_AH_I_010-complete,01_HOOFD_380-complete,01_HOOFD_430-complete,11_AH_II_010-complete,13_CRD_010-complete,01_HOOFD_480-complete,01_HOOFD_490_2-complete,01_HOOFD_110_0-complete,01_HOOFD_180-complete,01_HOOFD_090-complete,01_HOOFD_490_1-complete,01_HOOFD_375-complete,01_HOOFD_490_1a-complete,01_HOOFD_195-complete,01_HOOFD_510_2-complete,01_HOOFD_490_5-complete,01_HOOFD_510_2a-complete,01_HOOFD_490_5a-complete,01_HOOFD_491-complete,01_HOOFD_500-complete,01_HOOFD_510_0-complete,01_HOOFD_510_3-complete,01_HOOFD_510_4-complete,01_HOOFD_490_4-complete,01_HOOFD_515-complete,01_HOOFD_495-complete,01_HOOFD_510_1-complete,01_HOOFD_494a-complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
